item,itemLabel,country,countryLabel,writing,writingType,lang
http://www.wikidata.org/entity/Q59115469,De Morgenster,http://www.wikidata.org/entity/Q7646305,Suriname,De Morgenster,label,en
http://www.wikidata.org/entity/Q59115469,De Morgenster,http://www.wikidata.org/entity/Q7646305,Suriname,De Morgenstar,alias,nl
http://www.wikidata.org/entity/Q59115469,De Morgenster,http://www.wikidata.org/entity/Q7646305,Suriname,Morgenstar,alias,nl
http://www.wikidata.org/entity/Q59115469,De Morgenster,http://www.wikidata.org/entity/Q7646305,Suriname,Morgenster,alias,nl
http://www.wikidata.org/entity/Q59115469,De Morgenster,http://www.wikidata.org/entity/Q7646305,Suriname,Morgenster (plantage),alias,nl
http://www.wikidata.org/entity/Q59115469,De Morgenster,http://www.wikidata.org/entity/Q7646305,Suriname,De Morgenster,label,nl
http://www.wikidata.org/entity/Q59115469,De Morgenster,http://www.wikidata.org/entity/Q7646305,Suriname,Lysnari,label,srn
http://www.wikidata.org/entity/Q59115470,De Morgenstond,http://www.wikidata.org/entity/Q7646305,Suriname,De Morgenstond,label,en
http://www.wikidata.org/entity/Q59115470,De Morgenstond,http://www.wikidata.org/entity/Q7646305,Suriname,Morgenstond (Almanak 1818),alias,nl
http://www.wikidata.org/entity/Q59115470,De Morgenstond,http://www.wikidata.org/entity/Q7646305,Suriname,De Morgenstond,label,nl
http://www.wikidata.org/entity/Q59115470,De Morgenstond,http://www.wikidata.org/entity/Q7646305,Suriname,Bekri,label,srn
http://www.wikidata.org/entity/Q59115471,De Nieuwe Eendracht,http://www.wikidata.org/entity/Q7646305,Suriname,De Nieuwe Eendracht,label,en
http://www.wikidata.org/entity/Q59115471,De Nieuwe Eendracht,http://www.wikidata.org/entity/Q7646305,Suriname,Castanieboom,alias,nl
http://www.wikidata.org/entity/Q59115471,De Nieuwe Eendracht,http://www.wikidata.org/entity/Q7646305,Suriname,De Eendracht,alias,nl
http://www.wikidata.org/entity/Q59115471,De Nieuwe Eendracht,http://www.wikidata.org/entity/Q7646305,Suriname,De Eendragt,alias,nl
http://www.wikidata.org/entity/Q59115471,De Nieuwe Eendracht,http://www.wikidata.org/entity/Q7646305,Suriname,Nieuwe Eendragt,alias,nl
http://www.wikidata.org/entity/Q59115471,De Nieuwe Eendracht,http://www.wikidata.org/entity/Q7646305,Suriname,De Nieuwe Eendracht,label,nl
http://www.wikidata.org/entity/Q59115473,De Nieuwe Hoop,http://www.wikidata.org/entity/Q7646305,Suriname,De Nieuwe Hoop (Para),label,en
http://www.wikidata.org/entity/Q59115473,De Nieuwe Hoop,http://www.wikidata.org/entity/Q7646305,Suriname,De Nieuwe Hoop,label,nl
http://www.wikidata.org/entity/Q59115475,De Nieuwe-Hoop,http://www.wikidata.org/entity/Q7646305,Suriname,De Nieuwe-Hoop (Suriname),label,en
http://www.wikidata.org/entity/Q59115475,De Nieuwe-Hoop,http://www.wikidata.org/entity/Q7646305,Suriname,De nieuwe hoop,alias,nl
http://www.wikidata.org/entity/Q59115475,De Nieuwe-Hoop,http://www.wikidata.org/entity/Q7646305,Suriname,De Nieuwe-Hoop,label,nl
http://www.wikidata.org/entity/Q59115476,De Onderneming,http://www.wikidata.org/entity/Q7646305,Suriname,De Onderneming,label,en
http://www.wikidata.org/entity/Q59115476,De Onderneming,http://www.wikidata.org/entity/Q7646305,Suriname,Onderneming,alias,nl
http://www.wikidata.org/entity/Q59115476,De Onderneming,http://www.wikidata.org/entity/Q7646305,Suriname,De Onderneming,label,nl
http://www.wikidata.org/entity/Q59115477,De Oude Byekorf,http://www.wikidata.org/entity/Q7646305,Suriname,De Oude Byekorf,label,en
http://www.wikidata.org/entity/Q59115477,De Oude Byekorf,http://www.wikidata.org/entity/Q7646305,Suriname,De Oude Bijekorf,alias,nl
http://www.wikidata.org/entity/Q59115477,De Oude Byekorf,http://www.wikidata.org/entity/Q7646305,Suriname,De Oude Bijenkorf,alias,nl
http://www.wikidata.org/entity/Q59115477,De Oude Byekorf,http://www.wikidata.org/entity/Q7646305,Suriname,De Oude Byekorf,label,nl
http://www.wikidata.org/entity/Q59115482,De Oude Hoop,http://www.wikidata.org/entity/Q7646305,Suriname,De Oude Hoop,label,en
http://www.wikidata.org/entity/Q59115482,De Oude Hoop,http://www.wikidata.org/entity/Q7646305,Suriname,d' Oude Hoop,alias,nl
http://www.wikidata.org/entity/Q59115482,De Oude Hoop,http://www.wikidata.org/entity/Q7646305,Suriname,De Oude Hoop,label,nl
http://www.wikidata.org/entity/Q59115484,De Twee kinderen,http://www.wikidata.org/entity/Q7646305,Suriname,De Twee kinderen,label,en
http://www.wikidata.org/entity/Q59115484,De Twee kinderen,http://www.wikidata.org/entity/Q7646305,Suriname,De Twee kinderen,label,nl
http://www.wikidata.org/entity/Q59115486,De Uitkijk,http://www.wikidata.org/entity/Q7646305,Suriname,De Uitkijk,label,en
http://www.wikidata.org/entity/Q59115486,De Uitkijk,http://www.wikidata.org/entity/Q7646305,Suriname,De Uitkijk,label,nl
http://www.wikidata.org/entity/Q59115487,De Uitvlugt,http://www.wikidata.org/entity/Q7646305,Suriname,De Uitvlugt,label,en
http://www.wikidata.org/entity/Q59115487,De Uitvlugt,http://www.wikidata.org/entity/Q7646305,Suriname,Uitvlugt,alias,nl
http://www.wikidata.org/entity/Q59115487,De Uitvlugt,http://www.wikidata.org/entity/Q7646305,Suriname,De Uitvlugt,label,nl
http://www.wikidata.org/entity/Q59115489,De Goede Verwachting (Wanica),http://www.wikidata.org/entity/Q7646305,Suriname,De Goede Verwachting (Wanica),label,en
http://www.wikidata.org/entity/Q59115489,De Goede Verwachting (Wanica),http://www.wikidata.org/entity/Q7646305,Suriname,De Verwachting,alias,nl
http://www.wikidata.org/entity/Q59115489,De Goede Verwachting (Wanica),http://www.wikidata.org/entity/Q7646305,Suriname,De Goede Verwachting (Wanica),label,nl
http://www.wikidata.org/entity/Q59115492,De Vier Gezusters,http://www.wikidata.org/entity/Q7646305,Suriname,De Vier Gezusters (Orleana),label,en
http://www.wikidata.org/entity/Q59115492,De Vier Gezusters,http://www.wikidata.org/entity/Q7646305,Suriname,De 4 gezusters,alias,nl
http://www.wikidata.org/entity/Q59115492,De Vier Gezusters,http://www.wikidata.org/entity/Q7646305,Suriname,De Vier Gezusters,label,nl
http://www.wikidata.org/entity/Q59115497,De Vier Hendrikken,http://www.wikidata.org/entity/Q7646305,Suriname,De Vier Hendrikken,label,en
http://www.wikidata.org/entity/Q59115497,De Vier Hendrikken,http://www.wikidata.org/entity/Q7646305,Suriname,De Vier Hendrikken,label,nl
http://www.wikidata.org/entity/Q59115498,De Vier Kinderen,http://www.wikidata.org/entity/Q7646305,Suriname,De Vier Kinderen (Kwatta),label,en
http://www.wikidata.org/entity/Q59115498,De Vier Kinderen,http://www.wikidata.org/entity/Q7646305,Suriname,De 4 kinderen,alias,nl
http://www.wikidata.org/entity/Q59115498,De Vier Kinderen,http://www.wikidata.org/entity/Q7646305,Suriname,De Vier Kinderen,label,nl
http://www.wikidata.org/entity/Q59115498,De Vier Kinderen,http://www.wikidata.org/entity/Q7646305,Suriname,Butnari-Kutiri,label,srn
http://www.wikidata.org/entity/Q59115499,De Vrede,http://www.wikidata.org/entity/Q7646305,Suriname,De Vrede (Cottica),label,en
http://www.wikidata.org/entity/Q59115499,De Vrede,http://www.wikidata.org/entity/Q7646305,Suriname,De Vreede,alias,nl
http://www.wikidata.org/entity/Q59115499,De Vrede,http://www.wikidata.org/entity/Q7646305,Suriname,De Vrede,label,nl
http://www.wikidata.org/entity/Q59115502,De Vreede,http://www.wikidata.org/entity/Q7646305,Suriname,De Vreede (Tamapati Kreek),label,en
http://www.wikidata.org/entity/Q59115502,De Vreede,http://www.wikidata.org/entity/Q7646305,Suriname,De Vreede,label,nl
http://www.wikidata.org/entity/Q59115504,De Vrijheid,http://www.wikidata.org/entity/Q7646305,Suriname,De Vrijheid,label,en
http://www.wikidata.org/entity/Q59115504,De Vrijheid,http://www.wikidata.org/entity/Q7646305,Suriname,De Vrijheid,label,nl
http://www.wikidata.org/entity/Q59115505,De Watering,http://www.wikidata.org/entity/Q7646305,Suriname,De Watering,label,en
http://www.wikidata.org/entity/Q59115505,De Watering,http://www.wikidata.org/entity/Q7646305,Suriname,Waterling,alias,nl
http://www.wikidata.org/entity/Q59115505,De Watering,http://www.wikidata.org/entity/Q7646305,Suriname,De Watering,label,nl
http://www.wikidata.org/entity/Q59115506,De Zuinigheid,http://www.wikidata.org/entity/Q7646305,Suriname,De Zuinigheid,label,en
http://www.wikidata.org/entity/Q59115506,De Zuinigheid,http://www.wikidata.org/entity/Q7646305,Suriname,De Suynigheit,alias,nl
http://www.wikidata.org/entity/Q59115506,De Zuinigheid,http://www.wikidata.org/entity/Q7646305,Suriname,De Zuinigheid,label,nl
http://www.wikidata.org/entity/Q59115508,Den Berg,http://www.wikidata.org/entity/Q7646305,Suriname,Den Berg,label,en
http://www.wikidata.org/entity/Q59115508,Den Berg,http://www.wikidata.org/entity/Q7646305,Suriname,Den Berg,label,nl
http://www.wikidata.org/entity/Q59115510,Den Bergh,http://www.wikidata.org/entity/Q7646305,Suriname,Den Bergh,label,en
http://www.wikidata.org/entity/Q59115510,Den Bergh,http://www.wikidata.org/entity/Q7646305,Suriname,Den Bergh,label,nl
http://www.wikidata.org/entity/Q59115511,Den Briel,http://www.wikidata.org/entity/Q7646305,Suriname,Den Briel,label,en
http://www.wikidata.org/entity/Q59115511,Den Briel,http://www.wikidata.org/entity/Q7646305,Suriname,Den Briel,label,nl
http://www.wikidata.org/entity/Q59115512,Des Tombesburg,http://www.wikidata.org/entity/Q7646305,Suriname,Des Tombesburg,label,en
http://www.wikidata.org/entity/Q59115512,Des Tombesburg,http://www.wikidata.org/entity/Q7646305,Suriname,Des Tombesburg,label,nl
http://www.wikidata.org/entity/Q59115513,Descanzo,http://www.wikidata.org/entity/Q7646305,Suriname,Descanzo,label,en
http://www.wikidata.org/entity/Q59115513,Descanzo,http://www.wikidata.org/entity/Q7646305,Suriname,Des Canco,alias,nl
http://www.wikidata.org/entity/Q59115513,Descanzo,http://www.wikidata.org/entity/Q7646305,Suriname,Descanso,alias,nl
http://www.wikidata.org/entity/Q59115513,Descanzo,http://www.wikidata.org/entity/Q7646305,Suriname,de Scanço,alias,nl
http://www.wikidata.org/entity/Q59115513,Descanzo,http://www.wikidata.org/entity/Q7646305,Suriname,Descanzo,label,nl
http://www.wikidata.org/entity/Q59115514,Dijkveld,http://www.wikidata.org/entity/Q7646305,Suriname,Dijkveld,label,en
http://www.wikidata.org/entity/Q59115514,Dijkveld,http://www.wikidata.org/entity/Q7646305,Suriname,Dikvelt,alias,nl
http://www.wikidata.org/entity/Q59115514,Dijkveld,http://www.wikidata.org/entity/Q7646305,Suriname,Dijkveld,label,nl
http://www.wikidata.org/entity/Q59115515,Dirkshoop,http://www.wikidata.org/entity/Q7646305,Suriname,Dirkshoop,label,en
http://www.wikidata.org/entity/Q59115515,Dirkshoop,http://www.wikidata.org/entity/Q7646305,Suriname,Dirkshoop,label,nl
http://www.wikidata.org/entity/Q59115516,Dispas,http://www.wikidata.org/entity/Q7646305,Suriname,Dispas,label,en
http://www.wikidata.org/entity/Q59115516,Dispas,http://www.wikidata.org/entity/Q7646305,Suriname,ds. Apas,alias,nl
http://www.wikidata.org/entity/Q59115516,Dispas,http://www.wikidata.org/entity/Q7646305,Suriname,Dispas,label,nl
http://www.wikidata.org/entity/Q59115517,Domburg,http://www.wikidata.org/entity/Q7646305,Suriname,Domburg,label,en
http://www.wikidata.org/entity/Q59115517,Domburg,http://www.wikidata.org/entity/Q7646305,Suriname,Domburg,label,nl
http://www.wikidata.org/entity/Q59115518,Don Burg,http://www.wikidata.org/entity/Q7646305,Suriname,Don Burg,label,en
http://www.wikidata.org/entity/Q59115518,Don Burg,http://www.wikidata.org/entity/Q7646305,Suriname,Don Burg,label,nl
http://www.wikidata.org/entity/Q59115519,Drie Gebroeders,http://www.wikidata.org/entity/Q7646305,Suriname,Drie Gebroeders,label,en
http://www.wikidata.org/entity/Q59115519,Drie Gebroeders,http://www.wikidata.org/entity/Q7646305,Suriname,Drie Gebroeders,label,nl
http://www.wikidata.org/entity/Q59115523,Driesveld,http://www.wikidata.org/entity/Q7646305,Suriname,Driesveld,label,en
http://www.wikidata.org/entity/Q59115523,Driesveld,http://www.wikidata.org/entity/Q7646305,Suriname,Driesveld,label,nl
http://www.wikidata.org/entity/Q59115524,Du Mas Rouge,http://www.wikidata.org/entity/Q7646305,Suriname,Du Mas Rouge,label,en
http://www.wikidata.org/entity/Q59115524,Du Mas Rouge,http://www.wikidata.org/entity/Q7646305,Suriname,Du Mas Rouge,label,nl
http://www.wikidata.org/entity/Q59115526,Duringen,http://www.wikidata.org/entity/Q7646305,Suriname,Duringen,label,en
http://www.wikidata.org/entity/Q59115526,Duringen,http://www.wikidata.org/entity/Q7646305,Suriname,Duringen,label,nl
http://www.wikidata.org/entity/Q59115529,Duringen (Grond van),http://www.wikidata.org/entity/Q7646305,Suriname,Duringen (Grond van),label,en
http://www.wikidata.org/entity/Q59115529,Duringen (Grond van),http://www.wikidata.org/entity/Q7646305,Suriname,Johanna Charlotta,alias,nl
http://www.wikidata.org/entity/Q59115529,Duringen (Grond van),http://www.wikidata.org/entity/Q7646305,Suriname,Duringen (Grond van),label,nl
http://www.wikidata.org/entity/Q59115530,Echtenrots,http://www.wikidata.org/entity/Q7646305,Suriname,Echtenrots,label,en
http://www.wikidata.org/entity/Q59115530,Echtenrots,http://www.wikidata.org/entity/Q7646305,Suriname,Echtensrotz,alias,nl
http://www.wikidata.org/entity/Q59115530,Echtenrots,http://www.wikidata.org/entity/Q7646305,Suriname,Echtenrots,label,nl
http://www.wikidata.org/entity/Q59115531,Echtenrots (Grond van),http://www.wikidata.org/entity/Q7646305,Suriname,Echtenrots (Grond van),label,en
http://www.wikidata.org/entity/Q59115531,Echtenrots (Grond van),http://www.wikidata.org/entity/Q7646305,Suriname,Echtenrots (Grond van),label,nl
http://www.wikidata.org/entity/Q59115533,Echtensveen,http://www.wikidata.org/entity/Q7646305,Suriname,Echtensveen,label,en
http://www.wikidata.org/entity/Q59115533,Echtensveen,http://www.wikidata.org/entity/Q7646305,Suriname,Echtensveen,label,nl
http://www.wikidata.org/entity/Q59115534,Edam,http://www.wikidata.org/entity/Q7646305,Suriname,Edam,label,en
http://www.wikidata.org/entity/Q59115534,Edam,http://www.wikidata.org/entity/Q7646305,Suriname,Edam,label,nl
http://www.wikidata.org/entity/Q59115535,Edinburg,http://www.wikidata.org/entity/Q7646305,Suriname,Edinburg,label,en
http://www.wikidata.org/entity/Q59115535,Edinburg,http://www.wikidata.org/entity/Q7646305,Suriname,Edenburg,alias,nl
http://www.wikidata.org/entity/Q59115535,Edinburg,http://www.wikidata.org/entity/Q7646305,Suriname,Edinburg,label,nl
http://www.wikidata.org/entity/Q59115536,Eendragt (Land van),http://www.wikidata.org/entity/Q7646305,Suriname,Eendragt (Land van),label,en
http://www.wikidata.org/entity/Q59115536,Eendragt (Land van),http://www.wikidata.org/entity/Q7646305,Suriname,Aan de Eendragt,alias,nl
http://www.wikidata.org/entity/Q59115536,Eendragt (Land van),http://www.wikidata.org/entity/Q7646305,Suriname,Eendracht (Land van,alias,nl
http://www.wikidata.org/entity/Q59115536,Eendragt (Land van),http://www.wikidata.org/entity/Q7646305,Suriname,Eendragt (Land van),label,nl
http://www.wikidata.org/entity/Q59115537,Eendragt (Land van),http://www.wikidata.org/entity/Q7646305,Suriname,Eendragt (Land van),label,en
http://www.wikidata.org/entity/Q59115537,Eendragt (Land van),http://www.wikidata.org/entity/Q7646305,Suriname,Eendragt (Land van),label,nl
http://www.wikidata.org/entity/Q59115538,Eendragt,http://www.wikidata.org/entity/Q7646305,Suriname,Eendragt (Para),label,en
http://www.wikidata.org/entity/Q59115538,Eendragt,http://www.wikidata.org/entity/Q7646305,Suriname,De Eendracht,alias,nl
http://www.wikidata.org/entity/Q59115538,Eendragt,http://www.wikidata.org/entity/Q7646305,Suriname,De Eendragt Kompas,alias,nl
http://www.wikidata.org/entity/Q59115538,Eendragt,http://www.wikidata.org/entity/Q7646305,Suriname,d'Eendracht,alias,nl
http://www.wikidata.org/entity/Q59115538,Eendragt,http://www.wikidata.org/entity/Q7646305,Suriname,Eendragt,label,nl
http://www.wikidata.org/entity/Q59115541,Eensaamheid,http://www.wikidata.org/entity/Q7646305,Suriname,Eensaamheid,label,en
http://www.wikidata.org/entity/Q59115541,Eensaamheid,http://www.wikidata.org/entity/Q7646305,Suriname,Eensaamheid,label,nl
http://www.wikidata.org/entity/Q59115542,Egmond,http://www.wikidata.org/entity/Q7646305,Suriname,Egmond,label,en
http://www.wikidata.org/entity/Q59115542,Egmond,http://www.wikidata.org/entity/Q7646305,Suriname,Egmont,alias,nl
http://www.wikidata.org/entity/Q59115542,Egmond,http://www.wikidata.org/entity/Q7646305,Suriname,Egmond,label,nl
http://www.wikidata.org/entity/Q59115543,Eigenrust,http://www.wikidata.org/entity/Q7646305,Suriname,Eigenrust,label,en
http://www.wikidata.org/entity/Q59115543,Eigenrust,http://www.wikidata.org/entity/Q7646305,Suriname,Eigenrust,label,nl
http://www.wikidata.org/entity/Q59115544,Eikenhoop,http://www.wikidata.org/entity/Q7646305,Suriname,Eikenhoop,label,en
http://www.wikidata.org/entity/Q59115544,Eikenhoop,http://www.wikidata.org/entity/Q7646305,Suriname,Eikenhoop,label,nl
http://www.wikidata.org/entity/Q59115545,Einde Rust,http://www.wikidata.org/entity/Q7646305,Suriname,Einde Rust,label,en
http://www.wikidata.org/entity/Q59115545,Einde Rust,http://www.wikidata.org/entity/Q7646305,Suriname,Eijndlust,alias,nl
http://www.wikidata.org/entity/Q59115545,Einde Rust,http://www.wikidata.org/entity/Q7646305,Suriname,Einde-Rust,alias,nl
http://www.wikidata.org/entity/Q59115545,Einde Rust,http://www.wikidata.org/entity/Q7646305,Suriname,Einde Rust,label,nl
http://www.wikidata.org/entity/Q59115545,Einde Rust,http://www.wikidata.org/entity/Q7646305,Suriname,Pikien grandson,label,srn
http://www.wikidata.org/entity/Q59115546,Eitnog,http://www.wikidata.org/entity/Q7646305,Suriname,Eitnog,label,en
http://www.wikidata.org/entity/Q59115546,Eitnog,http://www.wikidata.org/entity/Q7646305,Suriname,Eitnog,label,nl
http://www.wikidata.org/entity/Q59115549,Elizabetshoop,http://www.wikidata.org/entity/Q7646305,Suriname,Elizabethshoop (Saramacca),label,en
http://www.wikidata.org/entity/Q59115549,Elizabetshoop,http://www.wikidata.org/entity/Q7646305,Suriname,Elisabeth's hoop,alias,nl
http://www.wikidata.org/entity/Q59115549,Elizabetshoop,http://www.wikidata.org/entity/Q7646305,Suriname,Elisabethshoop,alias,nl
http://www.wikidata.org/entity/Q59115549,Elizabetshoop,http://www.wikidata.org/entity/Q7646305,Suriname,Elizabeth's hoop,alias,nl
http://www.wikidata.org/entity/Q59115549,Elizabetshoop,http://www.wikidata.org/entity/Q7646305,Suriname,Elizabeths hoop,alias,nl
http://www.wikidata.org/entity/Q59115549,Elizabetshoop,http://www.wikidata.org/entity/Q7646305,Suriname,Elizabetshoop,alias,nl
http://www.wikidata.org/entity/Q59115549,Elizabetshoop,http://www.wikidata.org/entity/Q7646305,Suriname,Groot Elizabethshoop,alias,nl
http://www.wikidata.org/entity/Q59115549,Elizabetshoop,http://www.wikidata.org/entity/Q7646305,Suriname,Elizabetshoop,label,nl
http://www.wikidata.org/entity/Q59115551,Elk het zijne,http://www.wikidata.org/entity/Q7646305,Suriname,Elk het zijne,label,en
http://www.wikidata.org/entity/Q59115551,Elk het zijne,http://www.wikidata.org/entity/Q7646305,Suriname,Elk 't zijn.,alias,nl
http://www.wikidata.org/entity/Q59115551,Elk het zijne,http://www.wikidata.org/entity/Q7646305,Suriname,Elk het zijne,label,nl
http://www.wikidata.org/entity/Q59115552,Elk het Zijne en Manheim,http://www.wikidata.org/entity/Q7646305,Suriname,Elk het Zijne en Manheim,label,en
http://www.wikidata.org/entity/Q59115552,Elk het Zijne en Manheim,http://www.wikidata.org/entity/Q7646305,Suriname,Elk het Zijn en Manheim,alias,nl
http://www.wikidata.org/entity/Q59115552,Elk het Zijne en Manheim,http://www.wikidata.org/entity/Q7646305,Suriname,Manheim en Elk 't zijn.,alias,nl
http://www.wikidata.org/entity/Q59115552,Elk het Zijne en Manheim,http://www.wikidata.org/entity/Q7646305,Suriname,Elk het Zijne en Manheim,label,nl
http://www.wikidata.org/entity/Q59115555,Elsenhagen,http://www.wikidata.org/entity/Q7646305,Suriname,Elsenhagen,label,en
http://www.wikidata.org/entity/Q59115555,Elsenhagen,http://www.wikidata.org/entity/Q7646305,Suriname,Elsenhagen,label,nl
http://www.wikidata.org/entity/Q59115556,Ephraïmszegen,http://www.wikidata.org/entity/Q7646305,Suriname,Ephraïmszegen,label,en
http://www.wikidata.org/entity/Q59115556,Ephraïmszegen,http://www.wikidata.org/entity/Q7646305,Suriname,Ephraim's Zegen,alias,nl
http://www.wikidata.org/entity/Q59115556,Ephraïmszegen,http://www.wikidata.org/entity/Q7646305,Suriname,Ephraimzegen,alias,nl
http://www.wikidata.org/entity/Q59115556,Ephraïmszegen,http://www.wikidata.org/entity/Q7646305,Suriname,Ephraïmszegen,label,nl
http://www.wikidata.org/entity/Q59115557,Ephraïmszegen (Land van),http://www.wikidata.org/entity/Q7646305,Suriname,Ephraïmszegen (Land van),label,en
http://www.wikidata.org/entity/Q59115557,Ephraïmszegen (Land van),http://www.wikidata.org/entity/Q7646305,Suriname,Ephraïmszegen (Land van),label,nl
http://www.wikidata.org/entity/Q59115558,Ephrata,http://www.wikidata.org/entity/Q7646305,Suriname,Ephrata,label,en
http://www.wikidata.org/entity/Q59115558,Ephrata,http://www.wikidata.org/entity/Q7646305,Suriname,Efrata,alias,nl
http://www.wikidata.org/entity/Q59115558,Ephrata,http://www.wikidata.org/entity/Q7646305,Suriname,Ephrata,label,nl
http://www.wikidata.org/entity/Q59115559,Eringobrah,http://www.wikidata.org/entity/Q7646305,Suriname,Eringobrah,label,en
http://www.wikidata.org/entity/Q59115559,Eringobrah,http://www.wikidata.org/entity/Q7646305,Suriname,Eringobrah,label,nl
http://www.wikidata.org/entity/Q59115560,Esconde,http://www.wikidata.org/entity/Q7646305,Suriname,Esconde,label,en
http://www.wikidata.org/entity/Q59115560,Esconde,http://www.wikidata.org/entity/Q7646305,Suriname,Esconde,label,nl
http://www.wikidata.org/entity/Q59115565,Esterslust,http://www.wikidata.org/entity/Q7646305,Suriname,Esterslust,label,en
http://www.wikidata.org/entity/Q59115565,Esterslust,http://www.wikidata.org/entity/Q7646305,Suriname,Esterslust,label,nl
http://www.wikidata.org/entity/Q59115566,Esthersrust,http://www.wikidata.org/entity/Q7646305,Suriname,Barbados (Grond van),alias,en
http://www.wikidata.org/entity/Q59115566,Esthersrust,http://www.wikidata.org/entity/Q7646305,Suriname,Esthersrust,label,en
http://www.wikidata.org/entity/Q59115566,Esthersrust,http://www.wikidata.org/entity/Q7646305,Suriname,Barbados (Grond van),alias,nl
http://www.wikidata.org/entity/Q59115566,Esthersrust,http://www.wikidata.org/entity/Q7646305,Suriname,Estersrust,alias,nl
http://www.wikidata.org/entity/Q59115566,Esthersrust,http://www.wikidata.org/entity/Q7646305,Suriname,Esther's Rust,alias,nl
http://www.wikidata.org/entity/Q59115566,Esthersrust,http://www.wikidata.org/entity/Q7646305,Suriname,Grond van Barbados,alias,nl
http://www.wikidata.org/entity/Q59115566,Esthersrust,http://www.wikidata.org/entity/Q7646305,Suriname,Skassi,alias,nl
http://www.wikidata.org/entity/Q59115566,Esthersrust,http://www.wikidata.org/entity/Q7646305,Suriname,Esthersrust,label,nl
http://www.wikidata.org/entity/Q59115566,Esthersrust,http://www.wikidata.org/entity/Q7646305,Suriname,Schasi,label,srn
http://www.wikidata.org/entity/Q59115567,Etablissement Batavia,http://www.wikidata.org/entity/Q7646305,Suriname,Etablissement Batavia,label,en
http://www.wikidata.org/entity/Q59115567,Etablissement Batavia,http://www.wikidata.org/entity/Q7646305,Suriname,Etablissement Batavia,label,nl
http://www.wikidata.org/entity/Q59115569,Etablissement Beekhuizen,http://www.wikidata.org/entity/Q7646305,Suriname,Etablissement Beekhuizen,label,en
http://www.wikidata.org/entity/Q59115569,Etablissement Beekhuizen,http://www.wikidata.org/entity/Q7646305,Suriname,Etablissement Beekhuizen,label,nl
http://www.wikidata.org/entity/Q59115570,Etablissement Charlottenburg,http://www.wikidata.org/entity/Q7646305,Suriname,Etablissement Charlottenburg,label,en
http://www.wikidata.org/entity/Q59115570,Etablissement Charlottenburg,http://www.wikidata.org/entity/Q7646305,Suriname,Etablissement Charlottenburg,label,nl
http://www.wikidata.org/entity/Q59115570,Etablissement Charlottenburg,http://www.wikidata.org/entity/Q7646305,Suriname,Pinasi,label,srn
http://www.wikidata.org/entity/Q59115572,Etablissement Vergenoegd,http://www.wikidata.org/entity/Q7646305,Suriname,Etablissement Vergenoegd,label,en
http://www.wikidata.org/entity/Q59115572,Etablissement Vergenoegd,http://www.wikidata.org/entity/Q7646305,Suriname,Etablissement Vergenoegd,label,nl
http://www.wikidata.org/entity/Q59115574,Fairfield,http://www.wikidata.org/entity/Q7646305,Suriname,Fairfield,label,en
http://www.wikidata.org/entity/Q59115574,Fairfield,http://www.wikidata.org/entity/Q7646305,Suriname,Fayerfieldt,alias,nl
http://www.wikidata.org/entity/Q59115574,Fairfield,http://www.wikidata.org/entity/Q7646305,Suriname,Mac-Intosu,alias,nl
http://www.wikidata.org/entity/Q59115574,Fairfield,http://www.wikidata.org/entity/Q7646305,Suriname,Fairfield,label,nl
http://www.wikidata.org/entity/Q59115574,Fairfield,http://www.wikidata.org/entity/Q7646305,Suriname,Mac-Intosu,label,srn
http://www.wikidata.org/entity/Q59115575,Fakkershoop,http://www.wikidata.org/entity/Q7646305,Suriname,Fakkershoop,label,en
http://www.wikidata.org/entity/Q59115575,Fakkershoop,http://www.wikidata.org/entity/Q7646305,Suriname,Fackertshoop,alias,nl
http://www.wikidata.org/entity/Q59115575,Fakkershoop,http://www.wikidata.org/entity/Q7646305,Suriname,Fakkershoop,label,nl
http://www.wikidata.org/entity/Q59115576,Fauquemberg,http://www.wikidata.org/entity/Q7646305,Suriname,Fauquemberg,label,en
http://www.wikidata.org/entity/Q59115576,Fauquemberg,http://www.wikidata.org/entity/Q7646305,Suriname,Fauquemberque,alias,nl
http://www.wikidata.org/entity/Q59115576,Fauquemberg,http://www.wikidata.org/entity/Q7646305,Suriname,Fauquemberg,label,nl
http://www.wikidata.org/entity/Q59115579,Fauquemberg (Land van),http://www.wikidata.org/entity/Q7646305,Suriname,Fauquemberg (Land van),label,en
http://www.wikidata.org/entity/Q59115579,Fauquemberg (Land van),http://www.wikidata.org/entity/Q7646305,Suriname,Fauquemberg (Land van),label,nl
http://www.wikidata.org/entity/Q59115580,Felix,http://www.wikidata.org/entity/Q7646305,Suriname,Felix,label,en
http://www.wikidata.org/entity/Q59115580,Felix,http://www.wikidata.org/entity/Q7646305,Suriname,ഫെലിക്സ്,label,ml
http://www.wikidata.org/entity/Q59115580,Felix,http://www.wikidata.org/entity/Q7646305,Suriname,Felix,label,nl
http://www.wikidata.org/entity/Q59115581,Felix (Grond van),http://www.wikidata.org/entity/Q7646305,Suriname,Felix (Grond van),label,en
http://www.wikidata.org/entity/Q59115581,Felix (Grond van),http://www.wikidata.org/entity/Q7646305,Suriname,Felix (Grond van),label,nl
http://www.wikidata.org/entity/Q59115583,Flammenburg,http://www.wikidata.org/entity/Q7646305,Suriname,Flammenburg,label,en
http://www.wikidata.org/entity/Q59115583,Flammenburg,http://www.wikidata.org/entity/Q7646305,Suriname,Flammenburg,label,nl
